id,question,answer
4066,is there such a thing as a white dove,True
4067,is there any time difference between india and sri lanka,False
4068,the boat that rocked is it a true story,False
4069,can a 56 yearold woman get pregnant,True
4070,can you use clobetasol propionate on poison ivy,True
4071,can the speaker of the house of commons vote,False
4072,does winner of tour championship win fedex cup,True
4073,is lets go pikachu a yellow remake,True
4074,are there more episodes of pretty little liars,False
4075,is there a sequel to journey 2 the mysterious island,True
4076,do you have to pay federal taxes in puerto rico,True
4077,does the roof open at us bank stadium,False
4078,can i travel to montenegro with schengen visa,True
4079,does new york city have a sheriffs department,True
4080,are the cape verde islands in the eu,False
4081,is the nba championship trophy made of gold,True
4082,does the king of cambodia have any power,False
4083,are all the world cup stadiums in russia,True
4084,has there ever been a human chimp hybrid,False
4085,was glee filmed in a real high school,True
4086,will there be a total solar eclipse in oklahoma,True
4087,is the president the head of the military,True
4088,is there a subway station at fairview mall,True
4089,are tampons and pads taxed in the us,True
4090,are there two runs in the olympic super g,False
4091,is air japan the same as japan airlines,False
4092,is english the official language of the united states of america,False
4093,can you buy a car in nj on sunday,False
4094,does system of a down have 2 singers,True
4095,can you impeach a us supreme court justice,True
4096,are there nuclear power plants in new zealand,False
4097,does the prince die in game of thrones,True
4098,is a square foot the same as a foot,False
4099,is a firebird the same as a trans am,False
4100,is there a view tax in new hampshire,False
4101,is sunrise when the sun starts to rise,True
4102,is the limbic system part of the cerebral cortex,False
4103,is la vie en rose a love song,True
4104,does each nfl team have the same salary cap,True
4105,did heath ledger win an oscar for joker,True
4106,is bank of america affiliated with wells fargo,False
4107,is a medical practitioner the same as a gp,False
4108,is the poseidon adventure movie based on a true story,False
4109,is there a season 6 house of cards,True
4110,will there be another season of parasyte the maxim,False
4111,is the cowboy bebop movie after the series,True
4112,is there an end scene in infonity war,True
4113,can a supreme court justice be forced to resign,True
4114,is czech republic a part of the eu,True
4115,is the grand canyon the second largest canyon in the world,False
4116,is the hobbit in lord of the rings,True
4117,is there such a thing as heat lightning,False
4118,is it illegal to write on an american flag,False
4119,do you have to give police your id,False
4120,is just breathe by pearl jam in a movie,True
4121,is tooheys new the same as tooheys draught,True
4122,can a king capture a king in chess,False
4123,does the united states post office deliver mail on columbus day,False
4124,did one of the members of montgomery gentry die,True
4125,is there a swat team in every city,False
4126,is van buren arkansas in a dry county,True
4127,a government is a sovereign member of the world community,False
4128,does vicks vapor rub have alcohol in it,False
4129,is la jolla a separate city from san diego,False
4130,is the horse from black stallion still alive,False
4131,is beijing in the same time zone as shanghai,True
4132,does the chicago river connect to lake michigan,True
4133,are spain and portugal in the same time zone,False
4134,does the wynn las vegas have a casino,True
4135,has any nba player ever had a quadruple double,True
4136,have croatia ever been in world cup final,True
4137,is there a jane the virgin season 4,True
4138,does anyone die in the plane crash on greys anatomy,True
4139,is a guinea pig part of the pig family,False
4140,was hawaii part of the us during pearl harbor,True
4141,will there be another series of gavin and stacey,False
4142,was olympus has fallen filmed at the white house,False
4143,can you use both hands to dribble in basketball,True
4144,have the dallas cowboys ever lost a super bowl,True
4145,is there a ride in mexico at epcot,True
4146,is white vinegar the same as spirit vinegar,True
4147,was czechoslovakia part of the league of nations,True
4148,are they going to make more maze runner movies,False
4149,did the plane in flight of the phoenix really fly,False
4150,have any harry potter movies won an oscar,False
4151,does americas most wanted still come on,False
4152,does ford still have a stake in mazda,False
4153,is there a six flags in houston tx,True
4154,has the united states signed the convention on the rights of the child,False
4155,is there a sequal to the fifth wave,True
4156,are they making a season 3 of carrie diaries,False
4157,is the tour de france route always the same,True
4158,can a battery charger be used to jumpstart a car,True
4159,is the venus fly trap in the amazon rainforest,False
4160,is fannie mae and freddie mac the same,False
4161,does maine have a stand your ground law,False
4162,are cytoplasm and cell membrane the same thing,False
4163,was the alliance made between the soviet union and its satellite nations,True
4164,did any subduction occur during the collision of india and asia,True
4165,was 10 things i hate about you based on shakespeare,True
4166,do local government have powers other than those granted to them by their state,False
4167,does hand foot and mouth make you itchy,True
4168,does a rhombus always have four equal sides,True
4169,are there going to be any more riddick movies,True
4170,does vice president live in the white house,False
4171,is the bridge of sighs on the grand canal,False
4172,do the giants and jets play in the same stadium,True
4173,in friends do ross and rachel end up together,True
4174,fletcher henderson began his musical career with black swan records,True
4175,were there planes in the first world war,True
4176,is it illegal to crop a dobermans ears in the uk,True
4177,is law and order still on the air,False
4178,was top gun filmed on the uss enterprise,True
4179,apsara and nataraj are owned by same company,True
4180,do college players have to enter the nfl draft,False
4181,is the queen of england related to her husband,True
4182,can you own a gun in the philippines,True
4183,is there a fourth series of a place to call home,True
4184,does the us president live in the white house,True
4185,does american express card have a security code,True
4186,does the eurostar go under the english channel,True
4187,does a positive correlation indicate a casual link,False
4188,xbox 360 games can you play on xbox one,True
4189,can you have a tie game in baseball,True
4190,is j crew and j crew factory the same,True
4191,harry potter forbidden journey does it go upside down,True
4192,are prime ministers questions known in advance,False
4193,does samuel l jackson die in snakes on a plane,False
4194,do all mamals give birth to live young,False
4195,are the actors from dance academy real dancers,True
4196,does holly get pregnant in you get me,True
4197,does each state have a house and senate,False
4198,does the flight of fear go upside down,True
4199,is a baccalaureate degree the same as a bachelors,True
4200,are there any shapes that would give packing densities higher than 91,False
4201,are the federated states of micronesia a us territory,False
4202,can you carry a pocket knife in china,False
4203,can the president get rid of a supreme court justice,False
4204,is 30 days of night based on a true story,False
4205,have the washington capitals ever made it to the stanley cup,True
4206,is there a second season of the seven deadly sins,True
4207,is there a difference between shaken and stirred,True
4208,can a company have a social security number,False
4209,is dentistry a part of the medical field,True
4210,is the inside of a lava lamp toxic,False
4211,was let it be the beatles last album,True
4212,can you pitch and dh at the same time,True
4213,does the dad die in life is beautiful,True
4214,is a line segment part of a line,True
4215,do we ration health care in the united states,True
4216,is there such a thing as elevation sickness,True
4217,is the schwarzschild radius the same as the event horizon,True
4218,is all the protein in the egg white,False
4219,is a 3 way bulb the same as dimmable,False
4220,are there sea turtles in the pacific ocean,True
4221,is air national guard part of the air force,False
4222,is the 911 memorial where the twin towers were,True
4223,is there more seasons of once upon a time,True
4224,is the transmission and motor the same thing,False
4225,is the new god of war related to the old ones,True
4226,is dar es salaam the capital of tanzania,False
4227,do you need a tv licence in uk,True
4228,is napa cabbage the same as chinese cabbage,True
4229,is the movie remember me based on a book,False
4230,does puerto rico have a soccer team in the world cup,True
4231,is oprah on every cover of o magazine,True
4232,did lava flow from mt st helens,True
4233,can you get a doctorate in business administration,True
4234,is there anything at the end of infonity war,True
4235,are the evangelion movies the same as the anime,True
4236,can a pawn take a piece in front of it,False
4237,can a canadian passport be used as proof of citizenship,False
4238,is the last cab to darwin a true story,True
4239,is a jeep grand cherokee rear wheel drive,True
4240,is a drive shaft the same as a cv joint,False
4241,can you play left 4 dead 2 cross platform,True
4242,is a tract part of the central nervous system,True
4243,is there a good place in the good place,True
4244,is there a sequel to a man from uncle,False
4245,are there any of the original temptations living,True
4246,the domain name system dns converts domain names to ip addresses,True
4247,do they ever find the dad in supernatural,True
4248,is the wolf of wall street a book,True
4249,can you get drafted to the nfl from high school,False
4250,is a syndrome the same as a disease,True
4251,has anyone won a tony oscar emmy and grammy,True
4252,did man city win the league in 66,False
4253,does the constitution give us the right to vote,True
4254,have the browns ever won a super bowl,False
4255,do don and betty draper get back together,False
4256,is blue cross blue shield the same as independence blue cross,False
4257,does dr burke come back in greys anatomy,True
4258,do they still make new episodes of spongebob squarepants,True
4259,is the simpsons the longest running tv show ever,False
4260,is the letter the cup size in a bra,True
4261,are there any english words with no vowels,True
4262,will there be another season of comedians in cars getting coffee,True
4263,is the wife of an earl a countess,True
4264,is there a such thing as water poisoning,True
4265,do you have to live in the country you play for in the world cup,True
4266,is a cockatiel part of the parrot family,False
4267,do you need a colombian passport to leave colombia,False
4268,can puerto rico vote in the presidential elections,False
4269,is there another season of ouran highschool host club,False
4270,has ole miss ever won a national championship in any sport,True
4271,can you get rid of lice with a hair dryer,True
4272,is solid snake and big boss the same person,False
4273,is canada a member of the united nations,True
4274,are white spirits and methylated spirits the same,False
4275,does eating your boogers improve your immune system,True
4276,is six flags and great america the same thing,True
4277,has north korea been in the world cup,True
4278,is mutual of omaha a publicly traded company,False
4279,is there a movie for the curious incident of the dog in the nighttime,False
4280,is metro and t mobile the same company,True
4281,have russia ever been in the world cup final,False
4282,is ally bank and ally financial the same,True
4283,can you conceal carry in oklahoma without a permit,False
4284,is season 7 the last for game of thrones,False
4285,can you carry a concealed weapon in missouri,False
4286,in vampire diaries do elena and damon date,True
4287,is lion a part of the cat family,True
4288,does the man with the yellow hat have a name,False
4289,can you make alcohol with just water sugar and yeast,True
4290,when did the lexus rx body style change,True
4291,do cesium and iodine form an ionic compound,True
4292,is range rover the same as land rover,True
4293,can you ever be forgiven for a mortal sin,True
4294,did the dodgers win the world series in 1947,False
4295,is mothers day on the same day worldwide,False
4296,is mine the movie based on a true story,False
4297,can you sue a sitting supreme court justice,True
4298,does a preface come before a table of contents,False
4299,is national and federal government the same thing,True
4300,are black lights and uv lights the same thing,True
4301,can a state supreme court decision be appealed,True
4302,can you do an autopsy on a living person,False
4303,is hells kitchen a real place in new york,True
4304,can mathematics navigation and physics help a sailor,True
4305,is there a sequal to the 5th wave,True
4306,can a hydraulic pump be used as a hydraulic motor,False
4307,is all of ireland in the same time zone,True
4308,is there going to be a series 14 of criminal minds,True
4309,is queso blanco the same as queso fresco,True
4310,are the british virgin islands part of the eu,False
4311,is sql also the standard interface in cloud based solutions,False
4312,can you jump your own player in sorry,True
4313,is insulation tape the same as electrical tape,True
4314,is the greatest show man a disney movie,False
4315,has there ever been a female black panther,True
4316,is the 7th season of sons of anarchy the last,True
4317,is sea and sea tac the same airport,True
4318,is there going to be an iron fist season 2,True
4319,does the supreme court have the power to declare a law unconstitutional,True
4320,are the white mountains part of the appalachians,True
4321,can i use a tracfone with straight talk service,False
4322,is there such a thing as a mosquito hawk,True
4323,is gulf of guinea a body of water,True
4324,is entourage based on mark wahlbergs life,True
4325,can you kill head lice with a hair dryer,True
4326,was the film tea with mussolini based on a true story,True
4327,did robert redford ever win an academy award,True
4328,does mark sloan die on greys anatomy,True
4329,is there a fly that looks like a bee,True
4330,can you be tried for the same crime twice,False
4331,is dot product the same as cross product,False
4332,is yellow mustard the same as english mustard,False
4333,is there going ro be another season of the flash,True
4334,are gap and old navy the same company,True
4335,the exclusionary rule prohibits the prosecutor from using illegally obtained evidence during a trial,True
4336,the irregular at magic high school are tatsuya and miyuki related,True
4337,did the tea act increase the price of tea,True
4338,is there a sequel to the enders game,True
4339,can you have dual citizenship in us and haiti,False
4340,has the us ever been in the world cup final,False
4341,is the movie outbreak based on a true story,True
4342,is lethal weapon based on a true story,False
4343,has costa rica ever won a world cup,False
4344,did cate blanchett won an oscar for blue jasmine,True
4345,was italy part of the holy roman empire,True
4346,was family matters filmed in front of a live audience,True
4347,is there such thing as a king german shepherd,True
4348,is a wireless gateway the same as a router,False
4349,do african elephants live in the sahara desert,True
4350,is rogue one the sequel to force awakens,False
4351,can you own a firearm in new york,True
4352,is the human body able to synthesize lipids carbohydrates and proteins,False
4353,is the esophagus part of the digestive tract,True
4354,is there a place called boston in england,True
4355,will there be a season 5 of avatar legend of korra,False
4356,does north carolina get cold in the winter,True
4357,a solid is a state of matter that has a shape and volume,True
4358,is a gopher the same thing as a woodchuck,True
4359,can i use a 3 way bulb in a 2 way lamp,False
4360,will there be bigg boss tamil season 2,True
4361,is bahrain the smallest country in the world,False
4362,is there a season 4 for the flash,True
4363,is ccr in the rock and roll hall of fame,True
4364,was mr potato head a toy from toy story,True
4365,does the country get to keep the world cup trophy,False
4366,can a computer beat a human at poker,True
4367,can a plane be parallel to a line,True
4368,is cape verde the same as cabo verde,True
4369,any million dollar winners on who wants to be a millionaire,True
4370,can you carry a gun in your car in washington state,True
4371,is brooks robinson in the hall of fame,True
4372,is a dpt the same as a phd,False
4373,red dead redemption undead nightmare does it include original game,False
4374,is it compulsory to perform jury duty if called upon,True
4375,are chemical reactions limited by the availability of reactants,True
4376,does four loko still have caffeine in it,False
4377,is cream soda the same as soda water,True
4378,is coach carter movie based on a true story,True
4379,except for opossums it is hard to find marsupials in the western hemisphere,True
4380,is there going to be another series of shakespeare and hathaway,True
4381,is east anglia the same as east of england,False
4382,is the law hill in dundee a volcano,True
4383,can you tap into a fiber optic cable,True
4384,do you get paid for fmla in ca,True
4385,does having a uk passport mean you are a citizen,True
4386,is new york movie based on a true story,False
4387,is there such a thing as a bladder transplant,True
4388,can a king move without check in chess,True
4389,if you are born in puerto rico are you an american citizen,True
4390,was there only 10 months in a year,True
4391,are australia and new zealand power plug the same,True
4392,does the wife of a knight have a title,False
4393,is it legal to turn right on red in kansas,True
4394,has anyone been to the bottom of challenger deep,True
4395,does monk die at the end of the series,False
4396,can a super bowl team play at home,True
4397,is hydrogen chloride a gas at room temperature,True
4398,does the tesla model s have a gas engine,False
4399,are there any of the temptations still living,True
4400,is the episcopal church the same as the church of england,False
4401,does the vice president preside over the house of representatives,False
4402,is the last supper painted on a wall,True
4403,is there any dollar bill higher than a 100,False
4404,can a 14 year old get a drivers license,True
4405,is there an air force base in seattle,False
4406,is season 7 the last season of dance moms,True
4407,is a tonne the same as a ton,False
4408,does michael jordans son play college basketball,False
4409,can you have a malar rash without lupus,True
4410,is the attorney general part of the cabinet,False
4411,is it fair just and reasonable to impose a duty,True
4412,is a driving licence a national identity card,False
4413,in the us public health services are found only at the state and federal level,False
4414,is the movie red river based on a true story,False
4415,is taylor still on bold and the beautiful,True
4416,did they have planes in world war 1,True
4417,is a coyote part of the cat family,False
4418,economic rent is a payment received in excess of marginal cost true false,True
4419,is pillars of eternity 2 coming to xbox one,True
4420,is there a second season of north and south,False
4421,is south korea a member of the united nations,True
4422,is lake of the pines ca open to the public,False
4423,is the last of us remastered different from the original,True
4424,is row row row your boat a masonic poem,False
4425,can you carry a concealed weapon in florida,True
4426,do you shake a beer before shotgunning it,False
4427,is it illegal to count cards in casinos,False
4428,do sam and dean find their dad in season 1,True
4429,was hong kong part of the british empire,True
4430,is major crimes a spin off of the closer,True
4431,do us citizens need a social security number,True
4432,is there a military base in austin tx,True
4433,is conrad dobler in the hall of fame,False
4434,is the large intestine also called the colon,True
4435,is there such a thing as cabin fever,True
4436,is there a season 8 for vampire diaries,True
4437,did the kings speech win any awards,True
4438,does forza horizon 3 work on xbox 360,False
4439,can you get hung for stealing a horse,False
4440,is there an air force base in wyoming,True
4441,did interview with the vampire won an oscar,False
4442,was catherine tramell the killer in basic instinct,True
4443,is the amygdala part of the autonomic nervous system,False
4444,is it possible to send a letter without return address,True
4445,is secondary education and high school the same,False
4446,does the australian prime minister have a plane,True
4447,is there a limit on checking account transfers,True
4448,will there be a new season of the strain,False
4449,has the colorado rockies ever won their division,False
4450,are usc and sports direct the same company,True
4451,does picking your nose help your immune system,True
4452,has the uk ever been hit by a hurricane,True
4453,do you bring a candle to a candlelight vigil,True
4454,is there such thing as a mini goat,True
4455,is their going to be an avengers infinity war 2,True
4456,is there an age limit to run for us president,True
4457,the nolan chart is a two axis political,True
4458,is shark tank a copy of dragons den,True
4459,does the crew die in the perfect storm,True
4460,is a bass an octave lower than guitar,True
4461,was the song knoxville girl based on a true story,True
4462,has england ever been affected by an earthquake,True
4463,do cows need to have a baby to produce milk,True
4464,do i need a stamp for a freepost address,False
4465,is season 7 the final season of once upon a time,True
4466,are dumbledore and gandalf played by the same actor,False
4467,can you buy beer in new york state on sunday,True
4468,was the p51 used in the pacific,True
4469,is farrells ice cream parlor still open,True
4470,is the uk made up of four countries,True
4471,has apple cider vinegar got alcohol in it,False
4472,is pound cake the same as madeira cake,False
4473,do you need a law degree to take the bar in california,False
4474,is the first round of nhl playoffs best of 7,True
4475,is east avenue medical center a government hospital,True
4476,is the trachea part of the upper airway,False
4477,does the us have a military base in pakistan,False
4478,is a caribou the same as an elk,False
4479,is an ounce equal to a fluid ounce,False
4480,can a soccer goalie pick up the ball from a throw in,False
4481,are net earnings and net income the same,True
4482,can you be left handed and right handed,True
4483,pelvic girdle is part of the appendicular skeleton,True
4484,is the movie baby boom based on a true story,False
4485,can a person hold more than two citizenships,True
4486,is there going to be a season 3 of 13 reasins why,True
4487,can dish detergent be used as a surfactant,True
4488,do vmi graduates have to serve in the military,False
4489,is it legal to punch the back of the head in boxing,False
4490,are canadian soldiers and mayflies the same thing,True
4491,did russell crowe ever win an academy award,True
4492,is ranch dressing the same as ranch dip,True
4493,is there a season 2 of reboot the guardian code,False
4494,is west virginia considered part of the south,True
4495,are there any mervyns stores still open,False
4496,is american and british sign language the same,False
4497,will there be another terminator movie after genisys,True
4498,is the normal force on a body always equal to its weight,False
4499,is the postal code the same as the zip code,True
4500,can you wear colored visors in college football,False
4501,are there different types of red blood cells,True
4502,is uc san francisco part of the uc system,True
4503,does chuck bass really die in season 3,False
4504,is a postal code the same as a zip code,True
4505,is there stand your ground law in texas,True
4506,is there another maze runner movie after scorch trials,True
4507,can i send a letter in the mail without a return address,True
4508,does peoples republic of china include hong kong,True
4509,can you drink on the street in china,True
4510,is casey novak and alex cabot the same person,False
4511,is the sale of goods act 1979 still in force,True
4512,could a president run for a third term,False
4513,is it mandatory to have insurance on a motorcycle in india,True
4514,are individuals of all species either male or female,False
4515,can you become a citizen of multiple countries,True
4516,do professional athletes pay taxes in every state,False
4517,does lonni die on days of our lives,False
4518,does the us have a free trade agreement with colombia,True
4519,is kingdom hearts 3 going to be in english,True
4520,does the jacobian matrix have to be square,False
4521,is the fruit of a potato plant edible,False
4522,is buy buy baby related to bed bath and beyond,True
4523,is this the last season of coke studio,False
4524,is polygamy legal in the united states today,False
4525,does the quinine in tonic water prevent malaria,True
4526,is once upon a time making season 7,True
4527,does cost of goods sold include fixed and variable costs,True
4528,can you have a heart attack from laughing,True
4529,is saran wrap and plastic wrap the same,True
4530,will an xbox one game work on an xbox 360,True
4531,does an xbox one play xbox 360 games,True
4532,are goats and sheep in the same family,True
4533,is there a 5th season to the blacklist,True
4534,can you get psychosis from lack of sleep,True
4535,did the grandfather of pawn stars pass away,True
4536,does stefan find out that katherine is in elenas body,True
4537,did the movie giant win an academy award,True
4538,does jackson find out scott is a werewolf,True
4539,quantum physics tells us that nothing that is observed is unaffected by the observer,True
4540,does indiana have a stand your ground law,True
4541,is the length always longer than the width,False
4542,is there going to be a wwe draft in 2017,True
4543,can a holder of dba use dr with in his name,True
4544,will netflix have a season 2 of the punisher,True
4545,did they use real whales in free willy 2,False
4546,is elsa a villain in once upon a time,False
4547,is freddie mac and fannie mae the same,False
4548,can aluminum pans be used on induction cooktops,False
4549,is there a season 2 of game of silence,False
4550,do shetland ponies come from the shetland islands,True
4551,is pizza hut and kfc the same company,True
4552,can you be killed by too much oxygen,True
4553,in meet the fockers is jorge greg son,True
4554,is a mule a cross between a donkey and a horse,True
4555,can you sail from the black sea to the mediterranean,True
4556,are id cards still valid in the uk,False
4557,is the very first mcdonalds still open,False
4558,is a yardstick and a meter stick the same,False
4559,is a surveyor the same as an architect,False
4560,is there a hospital on the isle of wight,True
4561,is lotto max paid in a lump sum,True
4562,does a white blood cell have a nucleus,True
4563,is penn foster an accredited online high school,True
4564,is it legal to use a social security number for identification,True
4565,was parks and rec supposed to be a spin off of the office,False
4566,is condensation of water vapor a physical change,True
4567,are the songs in mamma mia 2 all abba,True
4568,is root beer and dr pepper the same,False
4569,is the movie harts war a true story,False
4570,is jp morgan and chase bank the same,True
4571,is district of columbia the same as washington dc,True
4572,does buffy ever tell her mom shes the slayer,True
4573,is the mcg the largest stadium in australia,True
4574,are black panthers and jaguars the same animal,True
4575,is terminator salvation a prequel to the terminator,False
4576,can i use xbox 360 games on xbox one,True
4577,is the movie the way back based on a true story,True
4578,do you become a duke when you get married,False
4579,will there be a season 3 of rome,False
4580,is chilis and olive garden owned by the same company,False
4581,can an analog signal be converted to digital,True
4582,did they have car phones in the 60s,True
4583,can anyone bend a spoon with their mind,False
4584,do witnesses have the right to remain silent,True
4585,is pokemon lets go a main series game,True
4586,can cats with aids give it to humans,False
4587,the highest point of the appalachian mountains is located at mt mitchell in massachusetts,False
4588,can you get sunburned when its windy,True
4589,do you have to be born on american soil to become president,True
4590,is avatar aang in the legend of korra,True
4591,is the darkest minds movie based on all the books,False
4592,was there a president in the articles of confederation,False
4593,did robin get married at the end of career of evil,True
4594,are there any nba players under 6 foot,True
4595,do i need a helmet to ride a bike in california,False
4596,can you pass a car on a solid yellow line,False
4597,did sam ever make it home in quantum leap,False
4598,do you get europa league for winning the efl cup,True
4599,is whose line is it anyway still on air,True
4600,has kenya ever been in the world cup,False
4601,can orions belt be seen in the southern hemisphere,True
4602,can you get water from a tree with a spile,True
4603,is the real erin brockovich in the movie,True
4604,are gestational sac and yolk sac the same,False
4605,does the whole world use the gregorian calendar,False
4606,is process engineering the same as chemical engineering,True
4607,did the colour orange come before the fruit,False
4608,is make your own kind of music on an album,True
4609,do you have to get corsages at homecoming,False
4610,can i get radio 4 extra on fm,False
4611,is st augustine on the east coast of florida,True
4612,is monday 28 may a holiday in usa,True
4613,is section 13 of the judiciary act constitutional,False
4614,do all bees lose their stinger when they sting you,False
4615,can a car have both automatic and manual transmission,True
4616,do you get a pink slip when fired,True
4617,does captain america come back to life in the comics,True
4618,are the channel islands part of great britain,False
4619,does the carolina panthers have a new owner,True
4620,did the queen mother buy the scottish castle,True
4621,is centroid the same as center of gravity,False
4622,will there be a new season of hells kitchen,True
4623,does a national security advisor need senate confirmation,False
4624,is niihau a part of the united states,True
4625,is there gonna be a greys anatomy season 15,True
4626,is a chevy cobalt ss a sports car,True
4627,is rubbing alcohol the same as drinking alcohol,False
4628,can you dribble a basketball with two hands,False
4629,was the bill of rights added to the constitution,True
4630,can you buy a 50 cal in california,False
4631,does cost of goods sold go on cash flow statement,True
4632,is glutinous rice the same as sweet rice flour,False
4633,is a dust particle an example of matter,True
4634,is there such thing as a flying squirrel,True
4635,is there a difference between maid of honour and chief bridesmaid,False
4636,does steph curry have a brother that plays in the nba,True
4637,are new york and new jersey different states,True
4638,institute of medicine report to err is human,True
4639,does miami marlins stadium have a fish tank,True
4640,does whole life insurance have cash surrender value,True
4641,do i need a work visa for brazil,True
4642,do you have to be a certain age to be president,True
4643,is there a professional womens lacrosse league,True
4644,can a us citizen become a german citizen,True
4645,can i use my certificate of naturalization to travel to canada,True
4646,can cows get up after being tipped over,True
4647,is the grampians part of the great dividing range,True
4648,is congress the same as the supreme court,False
4649,is there an in and out in las vegas airport,True
4650,will there be a new season of star trek discovery,True
4651,is it illegal to carry a knife in usa,True
4652,is 8 tablespoons of butter a whole stick,True
4653,is the cascade range part of the rocky mountains,False
4654,does your whole body have to be offside,False
4655,is high society a remake of the philadelphia story,True
4656,is the entire coast of panama is in the pacific ocean,False
4657,is the pharynx part of the gastrointestinal tract,True
4658,was the marshall plan an example of containment,True
4659,is a persons education level included in phi,False
4660,is middle earth shadow of war lord of the rings,True
4661,is vacuole found in plant and animal cells,True
4662,is the cerebellum part of the nervous system,True
4663,is microsoft edge and internet explorer the same,False
4664,is forever my girl a nicholas sparks movie,False
4665,can you be president of the us if you were born in another country,False
4666,does a jury all have to agree on a verdict,True
4667,was the wreck of the andrea gail found,False
4668,international organization is the product of the bretton woods conference,True
4669,was the movie audrey rose based on a true story,False
4670,can you buy lawn darts in the us,False
4671,is there more than one type of plague,True
4672,did the cuban flag come before the puerto rican flag,True
4673,is the queen and padme the same person,True
4674,is jabba the hutt in a new hope,False
4675,are the texas rangers in the american league,True
4676,can you carry a concealed weapon in dc,True
4677,does a d grade count as a gcse,True
4678,can doctors of osteopathic medicine practice in canada,True
4679,is a black panther the same as a jaguar,True
4680,is st john fisher college a catholic college,False
4681,is the hate you give going to be a movie,True
4682,is the university of pittsburgh a state school,True
4683,is flaxseed oil and linseed oil the same,True
4684,is 45 auto and 45 acp the same,True
4685,is thirteen reasons why based on a book,True
4686,is the cardiovascular and circulatory system the same,True
4687,is the spanish royal family related to the british royal family,True
4688,has oregon state won national championship in baseball,True
4689,can you castle after you have been checked,False
4690,is hungry jacks the same as burger king,True
4691,is there an official language for the united states,False
4692,are pepsi and coke made by the same company,False
4693,can grocery stores sell wine in new york,False
4694,are michaels and ac moore the same company,False
4695,was there a drinking age in the 1920s,False
4696,can you play x box games on x box one,True
4697,is there a drink drive limit in america,True
4698,can you play as zero in megaman x,False
4699,does violet find out tate is the father,True
4700,is blue cross blue shield a not for profit organization,False
4701,is northern ireland a part of the united kingdom,True
4702,is burlington coat factory a publicly traded company,True
4703,did ben affleck play in dazed and confused,True
4704,does nashville have a minor league baseball team,True
4705,is american money worth more than canadian money,True
4706,is pepsi max the same as pepsi zero,True
4707,is spinal cord part of peripheral nervous system,False
4708,can tobramycin and dexamethasone ophthalmic suspension be used for pink eye,True
4709,can the president appoint speaker of the house,False
4710,is it illegal to use facebook in china,True
4711,does scotch have to be made in scotland,True
4712,is jacksonville fl the largest city in the us,True
4713,can you jump off 2 feet in high jump,False
4714,is bryce canyon part of the grand canyon,False
4715,can a flower have more than one pistil,True
4716,is there a deposit on water bottles in oregon,True
4717,is a pharmd the same as a pharmacist,True
4718,will there be a season 3 of gamers guide to pretty much everything,False
4719,is boarding pass the same as a ticket,True
4720,is chana dal same as yellow split peas,True
4721,is the ohio river a tributary of the mississippi river,True
4722,is the united kingdom in the world cup,False
4723,is tomb raider anniversary a remake of the original,True
4724,is the saying this too shall pass in the bible,False
4725,can anyone do a title search on property,True
4726,will there be a season 3 of witches of east end,False
4727,did a member of red hot chili peppers died,True
4728,do all masters degrees require a thesis,False
4729,did tia and tamera find their parents on sister sister,True
4730,do callie and arizona get back together in season 10,True
4731,can a private citizen sue the federal government,True
4732,do you burn more calories eating celery than it has,False
4733,has usa ever won the fifa world cup,False
4734,can i use english money in isle of man,True
4735,is queen annes lace and wild carrot the same thing,True
4736,is henry still a member of super junior,False
4737,is there a word that has a q without a u,True
4738,is it the final season of once upon a time,False
4739,will the dip be the same everywhere in the world,False
4740,is there a sequel to sense and sensibility,False
4741,is the eden project and eden the same,True
4742,is there gonna be a new divergent movie,True
4743,do you need a license to conceal carry in missouri,False
4744,is a psychiatric service dog a service dog,True
4745,do you need a foid card in indiana,False
4746,is spider man in the new venom movie,False
4747,is season 2 of this is us over,True
4748,is there a season 3 of some assembly required on netflix,True
4749,is there a lord of the rings day,True
4750,can you end an uno game with a draw four,True
4751,when have the brewers been in the playoffs,True
4752,can a king move 2 spaces in chess,True
4753,is avengers 4 part 2 of infinity war,True
4754,is faze rug part of the faze clan,True
4755,has anyone won all 4 majors in one year,True
4756,can you free fall faster than terminal velocity,True
4757,is 20th century fox the same as fox news,False
4758,does michael ever get walt back on lost,True
4759,is there a vacuum in a vacuum cleaner,True
4760,does batter go to first on a balk,False
4761,in chess can a knight jump over two pieces,True
4762,does superman appear in the movie justice league,True
4763,has there ever been a hole in one on a par 4,True
4764,does seth macfarlane voice all family guy characters,False
4765,can a male horse breed with a female donkey,True
4766,is movie nell based on a true story,True
4767,is comanche moon a prequel to lonesome dove,True
4768,can a dog die from a centipede bite,True
4769,did tom start the fire at ricks,False
4770,is there a salary cap in nba 2018,True
4771,is the big bang theory still on tv,True
4772,does gilligan ever make it off the island,True
4773,can the xbox one x play xbox 360 games,True
4774,the gametophyte for seed plants is completely independent of the sporophyte stage,True
4775,is shaggy off of scooby doo a vegetarian,True
4776,can you shoot a gun without a license,False
4777,does stefan turn his humanity back on in season 6,True
4778,do they make a 10 000 bill,False
4779,did slovakia qualify for world cup play offs,False
4780,is this the last season of gsme of thrones,False
4781,is bowling for soup a one hit wonder,False
4782,jumanji welcome to the jungle is it a sequel,True
4783,can you take a skunks stinker out,True
4784,is there another i am number 4 movie,False
4785,can shepherds pie be made with beef,True
